Tiempo (s),Monitoreo_X_CH1 (V),Scattering_CH2 (V)
0.04578876495361328,0.18619,0.011461
0.09913325309753418,0.18627,0.011299
0.14688968658447266,0.18615,0.011228
0.20003080368041992,0.18601,0.01157
0.25019288063049316,0.18627,0.011437
0.3008744716644287,0.1862,0.011535
0.3486213684082031,0.18617,0.011414
0.40162086486816406,0.18627,0.011582
0.4510517120361328,0.18615,0.011233
0.5028433799743652,0.18608,0.0113
0.5513999462127686,0.18608,0.011471
0.6005017757415771,0.18628,0.011027
0.6500155925750732,0.18605,0.011409
0.7023758888244629,0.18615,0.011324
0.7568075656890869,0.18624,0.011392
0.8083491325378418,0.18616,0.011642
0.8563892841339111,0.18617,0.011287
0.9056823253631592,0.18609,0.011415
0.9560961723327637,0.18601,0.011427
1.0064411163330078,0.18623,0.011546
1.061272382736206,0.18627,0.011206
1.1095468997955322,0.18637,0.011209
1.1652090549468994,0.051427,0.011429
1.2151823043823242,0.050307,0.011519
1.2637505531311035,0.050093,0.011459
1.314608097076416,0.04988,0.011263
1.3631341457366943,0.04976,0.011341
1.4110355377197266,0.049853,0.011334
1.4631941318511963,0.049773,0.011481
1.5172111988067627,0.049907,0.011381
1.5643489360809326,0.049853,0.011369
1.6176741123199463,0.049907,0.011446
1.6643190383911133,0.049867,0.011721
1.7180216312408447,0.04988,0.011675
1.765718936920166,0.049893,0.011648
1.8189043998718262,0.049947,0.011612
1.8681931495666504,0.04988,0.011582
1.9187171459197998,0.049733,0.011739
1.9690241813659668,0.049933,0.011381
2.014796257019043,0.04984,0.011764
2.071066379547119,0.04984,0.011584
2.1203343868255615,0.049653,0.011753
2.172430992126465,0.049747,0.011677
2.219881057739258,0.04976,0.011681
2.2742021083831787,0.04984,0.011506
2.3298938274383545,0.04984,0.011521
2.375621795654297,0.049867,0.011932
2.427443027496338,0.04972,0.012003
2.477895736694336,0.049747,0.012034
2.529574155807495,0.049933,0.011901
2.5810625553131104,0.049693,0.011823
2.629948377609253,0.0498,0.011966
2.68172550201416,0.049773,0.011833
2.728626251220703,0.049907,0.011783
2.781721353530884,0.049693,0.011756
2.830873489379883,0.04992,0.01196
2.884031057357788,0.049853,0.012047
2.9286913871765137,0.049933,0.011911
2.984917163848877,0.049707,0.012024
3.0338661670684814,0.049947,0.011686
3.08107328414917,0.049933,0.01218
3.14217472076416,0.050053,0.01185
3.1912648677825928,0.055507,0.011523
3.2434134483337402,0.0614,0.011534
3.292839527130127,0.07252,0.011495
3.3492815494537354,0.078093,0.011394
3.4025161266326904,0.07804,0.011343
3.4488348960876465,0.083667,0.011405
3.5016822814941406,0.088853,0.011529
3.560137987136841,0.099627,0.01154
3.6056675910949707,0.10303,0.01153
3.6585805416107178,0.10305,0.011479
3.7144861221313477,0.10808,0.01154
3.761199474334717,0.11063,0.011506
3.8152520656585693,0.11341,0.011435
3.8631794452667236,0.11567,0.01144
3.912125587463379,0.11815,0.011487
3.9645302295684814,0.11844,0.011466
4.014089107513428,0.12071,0.011549
4.064146280288696,0.12301,0.011493
4.114736318588257,0.12539,0.011466
4.168378829956055,0.13024,0.011554
4.215865612030029,0.13048,0.011523
4.268664598464966,0.13253,0.01147
