Tiempo (s),Monitoreo_X_CH1 (V),Scattering_CH2 (V)
0.04864096641540527,0.053853,0.014285
0.09770393371582031,0.05396,0.014358
0.14624309539794922,0.05372,0.014238
0.19517970085144043,0.053987,0.014459
0.24041008949279785,0.05388,0.014315
0.28792595863342285,0.05384,0.014294
0.33554911613464355,0.053907,0.014431
0.3830299377441406,0.054027,0.014249
0.43330907821655273,0.054293,0.014226
0.4821665287017822,0.053987,0.014316
0.531322717666626,0.053973,0.014402
0.5810544490814209,0.05372,0.014266
0.6277949810028076,0.05388,0.014206
0.6732332706451416,0.05404,0.014307
0.7215783596038818,0.053853,0.014322
0.7717263698577881,0.05384,0.014356
0.8202250003814697,0.053893,0.014324
0.8654124736785889,0.05392,0.014242
0.9126603603363037,0.053933,0.014429
0.9560756683349609,0.054107,0.014275
1.0037360191345215,0.05388,0.01435
1.05014967918396,0.053973,0.01436
1.0973749160766602,0.054053,0.014265
1.146130084991455,0.053893,0.01429
1.194389820098877,0.05396,0.014283
1.2462067604064941,0.054107,0.014327
1.2933626174926758,0.054053,0.014288
1.3410725593566895,0.05396,0.014339
1.3880224227905273,0.05404,0.014297
1.435776710510254,0.054107,0.014382
1.4816553592681885,0.053933,0.014368
1.528412103652954,0.053973,0.014442
1.5748357772827148,0.05408,0.014263
1.6230318546295166,0.053973,0.014292
1.6712191104888916,0.05408,0.01408
1.7180590629577637,0.054093,0.014245
1.766556739807129,0.0538,0.014364
1.8165152072906494,0.05396,0.0143
1.8689367771148682,0.053933,0.014376
1.9179418087005615,0.053827,0.014315
1.9657022953033447,0.05388,0.014385
2.0135674476623535,0.053813,0.014278
2.0629076957702637,0.053787,0.01437
2.109086275100708,0.054,0.014188
2.1576294898986816,0.053853,0.014383
2.2035598754882812,0.05392,0.01438
2.2523200511932373,0.053747,0.014318
2.3004848957061768,0.053813,0.014272
2.3493521213531494,0.053973,0.014349
2.3961915969848633,0.054,0.014312
2.4469523429870605,0.05412,0.014326
2.4970476627349854,0.053907,0.01424
2.5425400733947754,0.053867,0.014325
2.589644193649292,0.053707,0.014311
2.637671709060669,0.05392,0.014269
2.685957431793213,0.054027,0.01428
2.734520196914673,0.05396,0.014334
2.7863874435424805,0.054147,0.014255
2.83720064163208,0.054027,0.014327
2.886596441268921,0.054053,0.014251
2.9303083419799805,0.053813,0.01438
2.9799611568450928,0.053947,0.014251
3.0266077518463135,0.05384,0.014329
3.0745818614959717,0.05384,0.014375
3.123065710067749,0.054067,0.014285
3.1723976135253906,0.05392,0.014361
3.225299835205078,0.054013,0.014238
3.270819902420044,0.05404,0.014234
3.3186492919921875,0.054053,0.014288
3.3639883995056152,0.05404,0.014363
3.4165797233581543,0.053933,0.014373
3.4634222984313965,0.05384,0.014391
3.512835741043091,0.053987,0.014405
3.561337471008301,0.05412,0.014286
3.608038902282715,0.053987,0.014343
3.655911445617676,0.053907,0.014275
3.701963424682617,0.05408,0.014271
3.7482757568359375,0.053933,0.014312
3.7965567111968994,0.053733,0.014364
3.8457868099212646,0.053827,0.014294
3.89581561088562,0.05388,0.014359
3.9488327503204346,0.053867,0.014387
3.9998064041137695,0.054147,0.014382
4.052145957946777,0.053973,0.014287
4.1025261878967285,0.053867,0.01432
4.151930809020996,0.053773,0.01423
4.202428102493286,0.054013,0.014276
4.252001523971558,0.053827,0.01434
4.298507213592529,0.05396,0.01441
4.343706369400024,0.053853,0.014364
4.392159700393677,0.06264,0.014345
4.4402101039886475,0.07108,0.014499
4.48882269859314,0.08488,0.01465
4.535307884216309,0.093973,0.014785
4.585066556930542,0.0966,0.01473
4.6317057609558105,0.10307,0.014694
4.677825450897217,0.10816,0.014108
4.724512815475464,0.113,0.013971
4.7701756954193115,0.11557,0.013939
4.819258213043213,0.12155,0.013925
4.867313385009766,0.12849,0.013679
4.913156032562256,0.13567,0.01379
4.960958003997803,0.14144,0.014075
5.009502410888672,0.14467,0.014154
5.056236028671265,0.15036,0.014352
5.103691101074219,0.15472,0.014383
5.153294563293457,0.15917,0.014678
5.204207181930542,0.16445,0.014906
5.250268459320068,0.16889,0.014989
5.300672292709351,0.17312,0.01453
5.351162433624268,0.17756,0.01401
5.399505853652954,0.18173,0.013896
5.449328184127808,0.18899,0.014059
5.4958412647247314,0.19195,0.01393
5.543971538543701,0.19612,0.013785
5.593129634857178,0.20124,0.01412
5.641181945800781,0.20539,0.014281
5.688400506973267,0.20939,0.014258
5.737974405288696,0.21255,0.014385
5.789400577545166,0.21769,0.014916
