Tiempo (s),Monitoreo_X_CH1 (V),Scattering_CH2 (V)
0.0476222038269043,0.050133,0.01225
0.10350918769836426,0.050067,0.012616
0.15383267402648926,0.04992,0.01215
0.20264053344726562,0.050093,0.012303
0.25185322761535645,0.050027,0.012592
0.3016691207885742,0.049907,0.012553
0.35196924209594727,0.049733,0.012203
0.4047691822052002,0.050173,0.012037
0.45295095443725586,0.049853,0.012552
0.5002224445343018,0.05004,0.012623
0.5506036281585693,0.049907,0.012227
0.6052846908569336,0.049893,0.012628
0.6529922485351562,0.050307,0.012272
0.7089841365814209,0.050107,0.012473
0.7561416625976562,0.050013,0.012519
0.8150546550750732,0.05004,0.012449
0.8647711277008057,0.05012,0.012702
0.9143252372741699,0.05,0.012071
0.9667153358459473,0.05008,0.012349
1.017874002456665,0.049987,0.012283
1.0638158321380615,0.049973,0.012312
1.1163041591644287,0.05,0.012371
1.1741020679473877,0.050013,0.012652
1.2263875007629395,0.049867,0.012272
1.2773268222808838,0.05004,0.012138
1.3249213695526123,0.049893,0.012398
1.3768188953399658,0.050027,0.012684
1.426001787185669,0.050013,0.01233
1.4773426055908203,0.050053,0.0123
1.5326001644134521,0.050027,0.012288
1.5798728466033936,0.049867,0.012132
1.6310570240020752,0.050013,0.012471
1.6819677352905273,0.050173,0.012427
1.7386384010314941,0.050093,0.012347
1.7884273529052734,0.050013,0.01217
1.8371152877807617,0.049853,0.012601
1.8924329280853271,0.050027,0.012387
1.9443256855010986,0.04984,0.01217
1.9955124855041504,0.05,0.012537
2.04244065284729,0.050107,0.012398
2.1054866313934326,0.04996,0.012019
2.1563727855682373,0.04996,0.012433
2.2049052715301514,0.050067,0.012083
2.2561228275299072,0.049947,0.012324
2.3083510398864746,0.050093,0.012423
2.362433910369873,0.050173,0.012266
2.411259889602661,0.049867,0.012723
2.4621198177337646,0.050093,0.012035
2.5194900035858154,0.05008,0.012334
2.564993381500244,0.049893,0.012369
2.6140737533569336,0.04988,0.012137
2.6656508445739746,0.053053,0.012288
2.723716974258423,0.06168,0.012668
2.775782823562622,0.078347,0.013477
2.823948621749878,0.086587,0.012822
2.8742117881774902,0.09744,0.012019
2.9247281551361084,0.10003,0.011677
2.9710421562194824,0.1062,0.01151
3.0261099338531494,0.11743,0.011601
3.075084924697876,0.12347,0.011696
3.1297619342803955,0.12709,0.011643
3.1759731769561768,0.13291,0.011602
3.2280898094177246,0.13767,0.011565
3.2789576053619385,0.14216,0.011666
3.3344566822052,0.14669,0.011717
3.3856189250946045,0.15467,0.012854
3.43603777885437,0.15783,0.012206
3.48557710647583,0.16337,0.012718
3.539635419845581,0.16745,0.011978
3.591867685317993,0.17193,0.011619
3.643305540084839,0.17604,0.011664
3.69465970993042,0.18057,0.011606
3.7521684169769287,0.18576,0.011659
3.8011505603790283,0.19208,0.011626
3.8602871894836426,0.19911,0.011609
3.9096500873565674,0.20324,0.011651
3.957320213317871,0.20635,0.011569
4.012204170227051,0.21033,0.012222
4.061903476715088,0.21435,0.012558
4.111765146255493,0.21959,0.011988
4.159906387329102,0.22576,0.011418
4.2110443115234375,0.23077,0.011467
4.2626988887786865,0.23367,0.01167
4.3128063678741455,0.23871,0.011672
4.366213798522949,0.24072,0.01159
4.41399621963501,0.24869,0.011629
4.465422630310059,0.25267,0.011612
4.517016649246216,0.25663,0.011604
4.566006898880005,0.26064,0.011647
4.618528127670288,0.2656,0.011512
4.68359375,0.26944,0.010933
4.730488538742065,0.27345,0.010851
4.783069372177124,0.28143,0.011398
4.83479642868042,0.28551,0.011619
4.882193326950073,0.28929,0.011682
4.934708118438721,0.29335,0.011651
4.9840922355651855,0.29632,0.011646
5.039552927017212,0.3014,0.011625
5.0867955684661865,0.30223,0.011577
5.136502742767334,0.32088,0.011624
5.186161518096924,0.060853,0.011287
5.2410454750061035,0.070853,0.011727
5.289505958557129,0.081213,0.011604
5.338824510574341,0.089147,0.011674
5.39660120010376,0.096013,0.011663
5.445918798446655,0.10747,0.011634
5.495702505111694,0.1112,0.011727
5.543531179428101,0.11735,0.011613
5.611807107925415,0.11987,0.011623
5.659764528274536,0.12704,0.011656
5.711578845977783,0.13176,0.011824
5.758550405502319,0.13633,0.012249
5.817022085189819,0.14445,0.01232
5.86368727684021,0.14892,0.012528
5.916133880615234,0.15437,0.011873
5.961905002593994,0.1588,0.011645
6.018071889877319,0.16312,0.011457
6.0698559284210205,0.16749,0.011646
6.1189141273498535,0.17291,0.011643
6.172413349151611,0.17596,0.011604
6.222069978713989,0.18143,0.011592
6.270264387130737,0.18564,0.011605
6.323335886001587,0.19083,0.011615
6.368769645690918,0.20005,0.011619
6.423398733139038,0.2032,0.011509
6.4735107421875,0.20729,0.011559
6.523417949676514,0.21137,0.011587
6.575679540634155,0.21437,0.011402
6.622231483459473,0.21747,0.011428
6.672806739807129,0.22467,0.011449
6.720138072967529,0.2308,0.011614
6.776036262512207,0.23472,0.011664
6.824713706970215,0.23957,0.011651
6.875691175460815,0.24163,0.011651
6.926264762878418,0.24664,0.011637
6.973689794540405,0.25152,0.011645
7.024220705032349,0.25457,0.011588
7.076273441314697,0.25856,0.01129
7.126323938369751,0.26252,0.011165
7.1775689125061035,0.26748,0.011147
7.227143287658691,0.27536,0.010798
7.276587009429932,0.27839,0.011483
7.330852270126343,0.28139,0.011648
7.377899408340454,0.28449,0.011654
7.429600477218628,0.29328,0.011688
7.480191230773926,0.29812,0.011595
7.533432483673096,0.30205,0.011657
7.582042932510376,0.30603,0.011681
7.636287212371826,0.31447,0.01163
7.687374591827393,0.05444,0.011643
7.736587285995483,0.060827,0.011749
7.786540508270264,0.073,0.01169
7.845169544219971,0.0838,0.011664
7.89405369758606,0.094373,0.011684
7.945710182189941,0.10487,0.011668
7.994346618652344,0.10973,0.011663
8.050622940063477,0.11619,0.011621
8.102540016174316,0.11991,0.011642
8.151945114135742,0.1234,0.011677
8.2055025100708,0.12929,0.011661
8.255979061126709,0.13384,0.011966
8.304903507232666,0.13853,0.012282
8.355619192123413,0.14996,0.012073
8.407639741897583,0.15092,0.011953
8.455188989639282,0.15779,0.011523
8.505684614181519,0.15981,0.011527
8.55457067489624,0.16651,0.011596
8.608222007751465,0.17076,0.011613
8.658034324645996,0.1738,0.011658
8.714536666870117,0.18036,0.011621
8.7614426612854,0.18755,0.011629
8.813472032546997,0.19296,0.011646
8.865356683731079,0.1948,0.01159
8.91347861289978,0.20001,0.011551
8.963269233703613,0.20517,0.011585
9.013689994812012,0.20732,0.011403
9.065667152404785,0.21321,0.01133
9.117037296295166,0.22029,0.011404
9.165536165237427,0.22445,0.011416
9.21649694442749,0.22852,0.011608
9.267153263092041,0.23251,0.011684
9.3200101852417,0.23568,0.011695
9.370178461074829,0.24049,0.01164
9.421850442886353,0.24363,0.011626
9.46831464767456,0.24759,0.011635
9.523106098175049,0.25153,0.011588
9.576899766921997,0.2564,0.011293
9.62543511390686,0.26641,0.011241
9.675474405288696,0.26849,0.011107
9.724354028701782,0.27424,0.010924
9.781860589981079,0.27541,0.011085
9.829686641693115,0.28132,0.011604
9.880519390106201,0.2854,0.011655
9.93326210975647,0.29023,0.011633
9.984248399734497,0.29217,0.011612
10.032979249954224,0.29621,0.011643
10.08323860168457,0.30504,0.011573
10.133314371109009,0.31444,0.011626
10.184061288833618,0.057133,0.011623
10.23379397392273,0.062907,0.011701
10.284449815750122,0.072733,0.011614
10.336057186126709,0.083427,0.011638
10.384101152420044,0.09428,0.011647
10.434799194335938,0.098347,0.011647
10.484962940216064,0.10475,0.011661
10.533949136734009,0.11471,0.011645
10.585394620895386,0.11712,0.011636
10.639902114868164,0.12465,0.011627
10.687259197235107,0.12917,0.011676
10.737456560134888,0.13269,0.011642
10.788586139678955,0.13864,0.011547
10.83818793296814,0.14764,0.012157
10.888313055038452,0.15197,0.011597
10.942147731781006,0.15424,0.011498
10.987196445465088,0.15857,0.011495
11.038212537765503,0.16299,0.011485
11.094038963317871,0.16744,0.011641
11.148147583007812,0.17263,0.01162
11.197898626327515,0.17697,0.011605
11.246770858764648,0.18547,0.011613
11.294594287872314,0.19069,0.011615
11.345983982086182,0.19369,0.011648
11.39603853225708,0.19689,0.011605
11.452435493469238,0.20191,0.011422
11.498724222183228,0.20291,0.011314
11.549992799758911,0.21329,0.011242
11.598947525024414,0.21621,0.011294
11.651172637939453,0.22047,0.011385
11.70025110244751,0.22543,0.01148
11.755073308944702,0.22657,0.011626
11.804413557052612,0.23459,0.011642
11.854931831359863,0.23745,0.011649
11.901920795440674,0.24147,0.011597
11.951090335845947,0.24648,0.011609
12.009340286254883,0.24943,0.011565
12.055607318878174,0.25439,0.011658
12.109966278076172,0.26256,0.011375
12.160292387008667,0.26645,0.011154
12.208962678909302,0.27136,0.011081
12.255030155181885,0.27537,0.011137
12.309505701065063,0.27799,0.011627
12.362780332565308,0.2832,0.011691
12.411844730377197,0.28721,0.011633
12.462381601333618,0.29097,0.011629
12.515172719955444,0.29516,0.011693
12.56298565864563,0.30281,0.011642
12.614896297454834,0.30607,0.011658
12.663006782531738,0.31423,0.011518
12.71690034866333,0.32052,0.011297
12.770733118057251,0.059907,0.011662
12.819061756134033,0.072493,0.011625
12.86484980583191,0.08584,0.01175
12.917864322662354,0.10067,0.011707
12.97099781036377,0.10581,0.011682
13.02012324333191,0.10977,0.011664
13.071783542633057,0.11581,0.011657
13.12526535987854,0.12056,0.01165
13.174511432647705,0.12684,0.011659
13.22396445274353,0.12904,0.011744
13.274952173233032,0.13608,0.011815
13.322167873382568,0.13943,0.011607
13.373444557189941,0.14297,0.011467
13.425958395004272,0.14875,0.011495
13.477065086364746,0.15871,0.01146
13.52446722984314,0.163,0.011495
13.57694125175476,0.16615,0.011629
13.633334159851074,0.17159,0.011594
13.68118405342102,0.17584,0.01158
13.742772102355957,0.18235,0.011654
13.789210557937622,0.18844,0.011633
13.844515800476074,0.19075,0.011663
13.89797854423523,0.19688,0.011661
13.955328941345215,0.19916,0.011446
14.009413719177246,0.20797,0.011308
14.058921575546265,0.2132,0.011227
14.108029127120972,0.21712,0.011353
14.164933443069458,0.22123,0.011515
14.221946477890015,0.22321,0.01159
14.269995212554932,0.23223,0.011664
14.32196855545044,0.23629,0.011613
14.37277340888977,0.24039,0.01165
14.421030282974243,0.24536,0.011638
14.47272777557373,0.24933,0.011655
14.521994829177856,0.25252,0.011653
14.57681155204773,0.25636,0.011519
14.623936176300049,0.26225,0.01139
14.683817863464355,0.26428,0.011125
14.731663942337036,0.27033,0.01124
14.782431364059448,0.27816,0.011382
14.832631349563599,0.28121,0.011552
14.885618925094604,0.28512,0.011656
14.936781644821167,0.28919,0.011646
14.986698150634766,0.29307,0.011633
15.037652254104614,0.297,0.011707
15.091745138168335,0.30096,0.011645
15.142826080322266,0.30581,0.011593
15.197096824645996,0.32043,0.01164
15.246776819229126,0.060933,0.011502
15.30443024635315,0.069933,0.011665
15.351011753082275,0.079027,0.011677
15.410163402557373,0.098227,0.011693
15.459317445755005,0.10323,0.011648
15.506577491760254,0.10841,0.011634
15.56289529800415,0.11355,0.011635
15.609697818756104,0.11827,0.011652
15.666747808456421,0.12309,0.011678
15.715498924255371,0.1256,0.011633
15.765161514282227,0.13619,0.011607
15.81606149673462,0.14069,0.011506
15.867751359939575,0.14512,0.01153
15.91723918914795,0.14985,0.011467
15.968847274780273,0.15521,0.011424
16.02724266052246,0.15747,0.011496
16.074746131896973,0.16397,0.011665
16.134841680526733,0.17163,0.011666
16.183876752853394,0.17796,0.011651
16.231958866119385,0.18097,0.011651
16.286928176879883,0.18425,0.011621
16.333884239196777,0.19145,0.011634
16.383337259292603,0.19469,0.011619
16.435262441635132,0.19976,0.011678
16.484788179397583,0.20189,0.011338
16.535994052886963,0.20812,0.011342
16.588825702667236,0.21003,0.011242
16.645995140075684,0.21721,0.011312
16.693993091583252,0.22421,0.011535
16.759177207946777,0.22637,0.011632
16.808669805526733,0.23137,0.011637
16.857474088668823,0.23437,0.011606
16.90619945526123,0.2382,0.011633
16.956068992614746,0.24739,0.011623
17.007407188415527,0.25019,0.011593
17.058834552764893,0.25517,0.011612
17.109997034072876,0.26037,0.011695
17.16636347770691,0.26328,0.011503
17.216668367385864,0.26731,0.011282
17.269974946975708,0.27232,0.011523
17.318740606307983,0.27604,0.011599
17.37228274345398,0.28405,0.011687
17.42328715324402,0.28704,0.011572
17.475832223892212,0.29193,0.011666
17.523611783981323,0.29705,0.011624
17.574320793151855,0.29881,0.011649
17.625988245010376,0.30471,0.011671
17.674670934677124,0.31601,0.011624
17.728217840194702,0.05528,0.011675
17.77433204650879,0.06564,0.011686
17.82906460762024,0.072147,0.011653
17.87488079071045,0.082827,0.011652
17.928682804107666,0.090827,0.011717
17.979665517807007,0.09948,0.011652
18.028744220733643,0.10936,0.011653
18.081889390945435,0.11448,0.011587
18.130186319351196,0.12168,0.011713
18.181716203689575,0.12656,0.011645
18.23491668701172,0.13001,0.01167
18.283345222473145,0.13477,0.011517
18.333747386932373,0.13944,0.011438
18.38509202003479,0.14285,0.011454
18.432901620864868,0.14844,0.011389
18.488196849822998,0.15276,0.011409
18.535767316818237,0.15849,0.0116
18.589184761047363,0.16809,0.011625
18.63729166984558,0.1714,0.011642
18.68582773208618,0.17561,0.011656
18.7392156124115,0.18095,0.011688
18.78932023048401,0.18512,0.011555
18.83634328842163,0.18932,0.011589
18.88790202140808,0.19339,0.011675
18.93805694580078,0.19777,0.011625
18.992427587509155,0.20199,0.011477
19.042205572128296,0.20701,0.011308
19.0903480052948,0.21001,0.01128
19.13958764076233,0.21408,0.011463
19.187743663787842,0.22321,0.01162
19.23963761329651,0.22833,0.011671
19.29317593574524,0.23229,0.01164
19.342559337615967,0.23621,0.011654
19.397993326187134,0.23817,0.011623
19.449891805648804,0.24417,0.011579
19.497125148773193,0.24703,0.011558
19.550415992736816,0.25217,0.011621
19.607815980911255,0.26011,0.01164
19.657578468322754,0.26399,0.011627
19.709515810012817,0.2682,0.011425
19.76149272918701,0.27196,0.011583
19.80936336517334,0.27609,0.011592
19.86099600791931,0.28101,0.011646
19.910502910614014,0.28592,0.011685
19.959532022476196,0.28983,0.011704
20.0099675655365,0.29381,0.011628
20.0610089302063,0.29788,0.011646
20.114503383636475,0.30075,0.011676
20.160025119781494,0.30465,0.011622
20.21354341506958,0.31581,0.011486
20.265103816986084,0.061653,0.011668
20.314966917037964,0.069293,0.011686
20.36258625984192,0.085293,0.011674
20.42443084716797,0.092013,0.011683
20.47427248954773,0.10067,0.011649
20.533482313156128,0.10569,0.011685
20.581878900527954,0.11076,0.011657
20.63598108291626,0.11423,0.011655
20.687137842178345,0.12408,0.011641
20.732745885849,0.13115,0.01167
20.78444790840149,0.13347,0.011581
20.84003734588623,0.13933,0.011505
20.888835668563843,0.14619,0.011395
20.94086742401123,0.14944,0.011455
20.98868989944458,0.1528,0.011555
21.039517879486084,0.15824,0.011616
21.09058928489685,0.1628,0.011633
21.13962149620056,0.17155,0.011649
21.188960790634155,0.17561,0.011581
21.24219250679016,0.17993,0.01161
21.29018473625183,0.18409,0.011626
21.343859434127808,0.18836,0.011615
21.394951343536377,0.19233,0.011654
21.442561149597168,0.1966,0.011592
21.493209838867188,0.20177,0.011498
21.544998168945312,0.20501,0.011583
21.5935001373291,0.20884,0.011391
21.65105438232422,0.21801,0.011337
21.69971537590027,0.22205,0.011624
21.749693870544434,0.2262,0.011628
21.803011655807495,0.22917,0.011629
21.85151696205139,0.23509,0.011618
21.897210836410522,0.23829,0.011622
21.950031757354736,0.24219,0.011657
22.00340723991394,0.24515,0.011662
22.048324823379517,0.25123,0.011645
22.103978872299194,0.25317,0.011637
22.154534339904785,0.264,0.011579
22.203071117401123,0.26804,0.011524
22.258050441741943,0.27187,0.01146
22.30690312385559,0.27501,0.011615
22.356948614120483,0.28001,0.011639
22.40801453590393,0.284,0.011635
22.45757246017456,0.28891,0.011646
22.509774208068848,0.29183,0.011609
22.555776834487915,0.29591,0.011662
22.607067346572876,0.29973,0.011621
22.659294366836548,0.30951,0.011695
22.712100982666016,0.31376,0.011653
22.760172843933105,0.056867,0.011631
22.81267476081848,0.064307,0.011574
22.861332654953003,0.074427,0.011611
22.90780210494995,0.08764,0.011631
22.963043451309204,0.097987,0.011655
23.0131254196167,0.10323,0.011642
23.063774347305298,0.11067,0.011651
23.11275315284729,0.11785,0.011654
23.158873081207275,0.12031,0.011627
23.21347999572754,0.12625,0.011671
23.266001224517822,0.13115,0.011636
23.313928604125977,0.13693,0.011678
