Tiempo (s),Monitoreo_X_CH1 (V),Scattering_CH2 (V)
0.04820680618286133,0.049533,0.014189
0.09965014457702637,0.049547,0.014239
0.15011024475097656,0.049653,0.014102
0.19926023483276367,0.049733,0.014124
0.25744009017944336,0.049573,0.014152
0.30139851570129395,0.049667,0.014079
0.3562948703765869,0.04936,0.014169
0.40951037406921387,0.049707,0.014156
0.4591553211212158,0.049733,0.014157
0.5071840286254883,0.04948,0.014214
0.5585105419158936,0.049467,0.014116
0.6063969135284424,0.049493,0.014178
0.6566171646118164,0.049613,0.014228
0.7084524631500244,0.049747,0.01415
0.7591350078582764,0.049907,0.014194
0.8082156181335449,0.049653,0.014175
0.8585190773010254,0.049653,0.014229
0.9115927219390869,0.049907,0.014216
0.9601144790649414,0.049813,0.014214
1.0100746154785156,0.04964,0.014169
1.0597479343414307,0.049693,0.014118
1.1129734516143799,0.04964,0.014182
1.1591498851776123,0.04992,0.014212
1.210289716720581,0.049733,0.014076
1.2569491863250732,0.049867,0.014189
1.3123562335968018,0.049533,0.014183
1.3609001636505127,0.049733,0.014189
1.4120583534240723,0.049733,0.014202
1.4593133926391602,0.049867,0.014159
1.5130395889282227,0.049653,0.014224
1.5653624534606934,0.04976,0.014293
1.6179170608520508,0.0496,0.014212
1.665675163269043,0.04976,0.014371
1.715813159942627,0.04968,0.014293
1.7669575214385986,0.049853,0.01422
1.818011999130249,0.049973,0.014193
1.8684337139129639,0.049653,0.014195
1.919159173965454,0.049733,0.014237
1.9658424854278564,0.0498,0.014144
2.018831253051758,0.04976,0.014175
2.072244882583618,0.04968,0.014102
2.120854377746582,0.04952,0.014159
2.1710102558135986,0.049733,0.014117
2.227064371109009,0.0498,0.014169
2.2741916179656982,0.049907,0.01426
2.325411319732666,0.049667,0.01423
2.377295732498169,0.0498,0.014211
2.426236391067505,0.049667,0.014374
2.4764392375946045,0.04972,0.014245
2.5261268615722656,0.04968,0.014247
2.575200319290161,0.049773,0.014074
2.631258726119995,0.04992,0.014184
2.678899049758911,0.049613,0.014114
2.7299273014068604,0.049827,0.014262
2.7804811000823975,0.049747,0.014198
2.8302786350250244,0.049667,0.014215
2.8818204402923584,0.049853,0.014173
2.93314790725708,0.04968,0.014082
2.984466552734375,0.049733,0.014141
