Tiempo (s),Monitoreo_X_CH1 (V),Scattering_CH2 (V)
0.04955887794494629,0.17327,0.011702
0.14642715454101562,0.1726,0.011511
0.2573869228363037,0.17293,0.011614
0.36949849128723145,0.17327,0.011708
0.4698209762573242,0.17353,0.011689
0.5668239593505859,0.17367,0.011751
0.6679520606994629,0.0154,0.010826
0.7689018249511719,0.015467,0.010842
0.8684546947479248,0.014733,0.010882
0.9706079959869385,0.015267,0.010961
1.0726916790008545,0.014533,0.01091
1.1721007823944092,0.014667,0.010913
1.2692086696624756,0.015067,0.010817
1.3730151653289795,0.014733,0.01091
1.4795620441436768,0.015067,0.010897
1.591615915298462,0.014667,0.010924
1.698577880859375,0.014667,0.010916
1.8108258247375488,0.014867,0.010997
1.9214603900909424,0.014867,0.010858
2.0298473834991455,0.0152,0.010824
2.12742018699646,0.015,0.010836
2.239518880844116,0.014467,0.010859
2.3497445583343506,0.015,0.010919
2.448143243789673,0.015067,0.010917
2.549604892730713,0.014533,0.010892
2.650014877319336,0.017933,0.010847
2.7599453926086426,0.021067,0.010844
2.869241714477539,0.024333,0.010863
2.982982873916626,0.028,0.010771
3.08935546875,0.031133,0.010805
3.1974387168884277,0.036533,0.010814
3.3097102642059326,0.040333,0.010691
3.4133048057556152,0.043867,0.010731
3.5196704864501953,0.0468,0.010736
3.6279296875,0.049867,0.010715
3.7387630939483643,0.053267,0.010778
3.8508377075195312,0.0558,0.010792
3.9640614986419678,0.059133,0.010771
4.058541536331177,0.062933,0.010824
4.159038066864014,0.064467,0.010955
4.271690607070923,0.068,0.010913
4.3824143409729,0.0704,0.010899
4.486985445022583,0.073267,0.011109
4.600851058959961,0.076133,0.011347
4.71136474609375,0.0822,0.011469
4.810787200927734,0.084933,0.011718
4.920861482620239,0.088467,0.011675
5.028865575790405,0.090733,0.012326
5.1310460567474365,0.0906,0.012028
5.24000096321106,0.094267,0.012265
5.34903883934021,0.094933,0.01237
5.462600946426392,0.0964,0.012639
5.573459625244141,0.098133,0.012586
5.682563543319702,0.0994,0.012942
5.791024446487427,0.10087,0.01287
