Tiempo (s),Monitoreo_X_CH1 (V),Scattering_CH2 (V)
0.04900860786437988,0.30045,0.011614
0.09949326515197754,0.3004,0.011626
0.1498570442199707,0.30044,0.011605
0.19929003715515137,0.30045,0.011618
0.25053882598876953,0.30055,0.01161
0.30139732360839844,0.3006,0.011567
0.35129499435424805,0.30052,0.011594
0.40247654914855957,0.30039,0.011571
0.4489736557006836,0.3006,0.011582
0.5006754398345947,0.30055,0.011605
0.5501761436462402,0.30051,0.011613
0.6036195755004883,0.30056,0.011595
0.6562738418579102,0.30061,0.011587
0.7068054676055908,0.30041,0.011566
0.7522289752960205,0.30041,0.011639
0.8031446933746338,0.30049,0.011582
0.8562467098236084,0.30055,0.011609
0.909229040145874,0.30041,0.011571
0.9613511562347412,0.30044,0.011608
1.0091557502746582,0.30056,0.011642
1.0628318786621094,0.30052,0.011553
1.1116268634796143,0.30049,0.011587
1.161891222000122,0.30036,0.011597
1.2139942646026611,0.30043,0.011526
1.26597261428833,0.30055,0.011542
1.3142454624176025,0.30055,0.011607
1.3660402297973633,0.30055,0.011625
1.4137470722198486,0.30059,0.011589
1.4626491069793701,0.30064,0.011611
1.5159072875976562,0.30057,0.011564
1.5713117122650146,0.30068,0.01155
1.621464490890503,0.30056,0.01162
1.6742832660675049,0.30063,0.011574
1.7230455875396729,0.30055,0.01161
1.7751460075378418,0.30065,0.011596
1.8252508640289307,0.30064,0.011585
1.87436842918396,0.3006,0.0116
1.921952724456787,0.30045,0.011584
1.9745240211486816,0.30063,0.011579
2.0246572494506836,0.30057,0.011591
2.075143814086914,0.30067,0.01157
2.123565435409546,0.30072,0.01164
2.1816635131835938,0.30061,0.011617
2.2318921089172363,0.30047,0.011612
2.2796788215637207,0.30057,0.011578
2.3316915035247803,0.30064,0.011595
2.3880536556243896,0.30053,0.011582
2.4381215572357178,0.30049,0.011581
2.488304853439331,0.30041,0.011586
2.5384342670440674,0.30027,0.011575
2.5953919887542725,0.30047,0.011561
2.640528917312622,0.30063,0.011529
2.6926398277282715,0.30059,0.011573
2.7444660663604736,0.30057,0.011574
2.796079397201538,0.30041,0.011606
2.8516488075256348,0.30041,0.01164
2.89810848236084,0.30032,0.011567
2.950911045074463,0.30048,0.011628
3.005845546722412,0.30049,0.011625
3.057286024093628,0.30061,0.011578
3.1097252368927,0.30044,0.011628
3.158926248550415,0.30048,0.011584
3.216761589050293,0.30063,0.011504
3.265981674194336,0.30044,0.011599
3.316755533218384,0.055413,0.011661
3.366068124771118,0.050707,0.011559
3.4308016300201416,0.050547,0.011631
3.4791316986083984,0.050053,0.011597
3.5315356254577637,0.050107,0.011643
3.5797059535980225,0.050173,0.011573
3.6313931941986084,0.050227,0.011564
3.680532217025757,0.050093,0.011571
3.7319204807281494,0.04996,0.011579
3.781031847000122,0.05012,0.011571
3.833085536956787,0.050067,0.011504
3.8826146125793457,0.050267,0.011566
3.9302029609680176,0.05,0.011553
3.978949546813965,0.050093,0.011578
4.03392767906189,0.050107,0.011558
